,name,country,people,industry,web,logo,logo_url,logo_thumb,description,logo_url_local,logo_thumb_local,continent
<Dow_Corning>,Dow Corning,United States,12000,manufacturing,http://www.dowcorning.com,Dow Corning logo.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Dow_Corning_logo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Dow_Corning_logo.jpg/150px-Dow_Corning_logo.jpg,"Dow Silicones Corporation was formerly known as Dow Corning Corporation  an American multinational corporation headquartered in Midland, Michigan, United States. Originally established as a joint venture between The Dow Chemical Company and Corning Incorporated, Dow bought out Corning and Dow Corning became a 100% Dow subsidiary. After a brief existence as a DowDuPont-owned company, as Dow spun out from DowDuPont on April 1, 2019, it is now wholly owned by Dow and specializes in silicone and silicon-based technology, and is the largest silicone product producer in the world.",00032.jpg,00032.jpg,North America
<Luxoft>,Luxoft,Switzerland,12000,software development,http://www.luxoft.com,Luxoft-logo-2015.svg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Luxoft-logo-2015.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Luxoft-logo-2015.svg/150px-Luxoft-logo-2015.svg.png,"Luxoft, a DXC Technology Company, is a digital strategy and software engineering firm, with about 12,900 employees within its 41 offices in 22 countries. It is headquartered in Zug, Switzerland.",00166.svg,00246.png,Europe
<Chenab_Group>,Chenab Group,Pakistan,12000,textile,http://www.chenabgroup.com,,,,"Chenab Group is a Pakistani conglomerate based in Faisalabad, Pakistan. It is one of the largest exporters of home textile products from Pakistan. It was set up in 1974 as Chenab Fabrics & Processing Mills Limited and later converted to Chenab Limited.  It was founded by Mian Muhammad Latif and his father Haji Muhammad Saleem who was a cotton industrialist in Toba Tek Singh District.",,,Asia
<Southern_Copper_Corporation>,Southern Copper Corporation,United States,12000,mining,http://www.southerncoppercorp.com,,,,"Southern Copper Corporation is a mining company that was founded in 1952. The current incarnation of Southern Copper can be traced to the 2005 acquisition of Mexican copper producer Minera México by Southern Peru Copper Corporation.
88.9 percent of Southern Copper is owned by Mexican mining conglomerate Grupo México (per proxy statement dated March 27,2018) . Based on 2007 reserves data, Southern Copper is the world's largest publicly traded copper mining company and the world's seventh largest copper mining company based on 2007 sales. In addition, the firm is the eighth largest copper smelting company. The firm ranks among the world's largest producers of molybdenum, silver, and zinc.
The company is a major producer and refiner of copper, molybdenum, zinc, silver, lead, and gold, and operates mines and smelters in Mexico and in Peru, in the Andes mountains southeast of Lima.
Since 2012, the company has made major strides in improving their production methods. During 2013, 60.7 million dollars in environmental capital expenditures were spent on the following programs: water recovery systems to conserve water and minimize impact on nearby streams; vegetation programs to stabilize the surface of the tailings dumps; implementation of scrubbing technology in the mines to reduce dust emissions. For these continued efforts towards sustainable practices, the company was awarded with the Fray International Sustainability Award in 2014. CEO M. Oscar Gonzalez Rocha, appeared in Mexico for the SIPS 2014/Shechtman International Symposium to accept this award on the company's behalf.",,,North America
<WABCO_Vehicle_Control_Systems>,WABCO Vehicle Control Systems,Belgium,12000,component manufacture and supply for commercial vehicles,http://www.wabco-auto.com,WABCO klein.png,https://upload.wikimedia.org/wikipedia/commons/8/8f/WABCO_klein.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/WABCO_klein.png/150px-WABCO_klein.png,"WABCO is an American provider of electronic braking, stability, suspension and transmission automation systems for heavy duty commercial vehicles.Founded in the U.S. in 1869 as Westinghouse Air Brake Company, WABCO was acquired by American Standard in 1968. The earthmoving and mining product range was sold to Dresser Industries in 1984, before the remainder was spun off in 2007. Headquartered in Bern, Switzerland (having moved from Brussels, Belgium in February 2019), WABCO employs more than 11000 people in 34 countries worldwide. In 2013, WABCO's total sales were $2,720.5 million, a rise of 10% over the previous year. WABCO is a publicly traded company and is listed on the New York Stock Exchange as WABCO Holdings, Inc., with the stock symbol WBC.On 28 March 2019, German auto parts maker ZF (Zahnradfabrik) Friedrichshafen announced an agreement to acquire Wabco for over $7 billion based on customary regulatory and shareholder approvals. The transaction is expected to be completed in Q1, 2020.
A March 29, 2019 announcement that WABCO was acquired by ZF Friedrichshafen for $7 billion has been misinterpreted.",00081.png,00247.png,Europe
<Amalgamations_Group>,Amalgamations Group,India,12000,engineering,http://amalgamationsgroup.co.in/,,,,"The Amalgamations Group (a.k.a. Simpson Group) is an Indian business conglomerate based in Chennai which has several business interests in Manufacturing Tractors, Automobile ancillaries, Plantation, Trading and services. The most notable being the Tractors and Farm Equipment Limited (Better known as TAFE), Simpsons & Company, T. Stanes & Co, Amco Batteries, Higginbotham's and Addisons Paint. The group today has over 47 companies with 50 manufacturing plants.",,,Asia
<Vaillant_Group>,Vaillant Group,Germany,12000,heating,http://www.vaillant-group.com,Vaillant-group-logo.svg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Vaillant-group-logo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Vaillant-group-logo.svg/150px-Vaillant-group-logo.svg.png,"The Vaillant Group is a company that develops products for heating, cooling and hot water.The company employs ~13,000 people worldwide and generates an annual turnover of approximately 2.5 billion euros. This makes the Vaillant Group one of the largest companies in its sector in Europe. The family-owned company is a global market leader in the wall-hung boiler segment. The Group's activities focus on the development of green products, and energy-saving and environmentally friendly products in particular, with the aim of achieving sustainable and profitable growth. The Vaillant Group's headquarters are located in Remscheid, North Rhine-Westphalia. The company is still one-hundred per cent family owned today.",00167.svg,00248.png,Europe
<ACLEDA_Bank>,ACLEDA Bank,Cambodia,11926,banking and finance,http://www.acledabank.com.kh,,,,"ACLEDA Bank Plc. is a public limited company, formed under the Banking and Financial Institutions Law of the Kingdom of Cambodia based in Phnom Penh,  with 261 offices covering all provinces, as well as 42 in Laos, and 7 in Myanmar. ACLEDA started out in 1993 when it began providing micro credits to war victims. By now it is Cambodia's major commercial bank. ACLEDA had more than $5,244 million in total assets as of December 31, 2017, and more than $3,117 million in deposits, with over $3,085 million in loans outstanding.
According to the National Bank of Cambodia, ACLEDA Bank is the largest domestic commercial bank in terms of total assets and number of clients, with more than 1.7 million depositors as of December 31, 2017.The bank is headed by President and CEO, In Channy, who is one of the original 28 members of the organization. Channy joined the company in 1992 as a loan officer while the bank was still a UN-funded microfinance project. He now serves as Chief Executive Officer of the company, and also serves as Vice-chairman of the International Business Chamber of Cambodia.ACLEDA is an acronym for the Association of Cambodian Local Economic Development Agencies.",,,Asia
<Endress+Hauser>,Endress+Hauser,Switzerland,11919,instrumentation,http://www.endress.com/,,,,"Endress+Hauser (Endress and Hauser) is a Swiss-based globally operating process and laboratory instrumentation and automation supplier. In 2018, the family-owned company generated net sales of €2.455 billion, recorded a net income of €232.2 million and employed 13,928 staff worldwide.",,,Europe
<Konecranes>,Konecranes,Finland,11900,engineering and service,http://www.konecranes.com,,,,"Konecranes Oyj is a Finnish company, headquartered in Hyvinkää, which specialises in the manufacture and service of cranes and lifting equipment. Konecranes products are made for industries handling heavy loads meaning ports, intermodal terminals, shipyards and bulk material terminals.",,,Europe
<Sapient_Corporation>,Sapient Corporation,Germany,11900,capital markets,http://www.sapient.com,,,,,,,Europe
<Konzum>,Konzum,Croatia,11886,retail,http://www.konzum.hr/,,,,"Konzum is Croatia's largest supermarket chain, with just over 700 stores open in Croatia and more than 10,000 employees.
There are also Konzum stores in Bosnia and Herzegovina and in Serbia. Konzum serves over 650,000 customers each day. With its headquarters in Zagreb, it is part of the Fortenova Group company (belonged to Agrokor until 1 April 2019).
In July 2005 Konzum also founded a chain of drugstores, known as KOZMO. This chain, which by then had 42 stores with 242 employees, was sold to the Nexus ALPHA fund on 31 December 2009. In 2017 German retailer Müller undertook all 70 Kozmo stores expanding its presence in Croatian drugstore market.",,,Europe
<Daihatsu>,Daihatsu,Japan,11873,automotive,http://www.daihatsu.com,,,,"Daihatsu Motor Co., Ltd. (ダイハツ工業株式会社, Daihatsu Kōgyō Kabushiki-gaisha), commonly known as Daihatsu, is a Japanese automobile manufacturer and one of the oldest surviving Japanese internal combustion engine manufacturers well known for building three wheeled vehicles. It is well known for its range of smaller kei models, passenger and off-road vehicles. The headquarters are located in Ikeda, Osaka Prefecture. The company is a wholly owned subsidiary of the Toyota Motor Corporation since August 2016.",,,Asia
<Realogy>,Realogy,United States,11800,real estate,http://www.realogy.com,Realogy logo.png,,,"Realogy Holdings Corp. (pronounced ""rēl′ ə jē"", as in ""real"" estate) is an American publicly owned real estate and relocation services company. It owns and franchises several real estate brands and brokerages, and offers relocation, title and settlement services.",,,North America
<National_Hard_Coal_Company>,National Hard Coal Company,Romania,11740,coal,http://www.cnh.ro/,,,,"The National Hard Coal Company (Romanian: Compania Naţionala a Huilei) was set up as a commercial society by the Government of Romania in 1998. The main headquarters of the company is placed in Petroşani, the principal city in the coal mining region of Hunedoara County's Jiu Valley.
The company has its material base in Gorj, Hunedoara and Mehedinţi counties with total reserves of 350 million tonnes of coal.The annual production is around 3 million tonnes of bituminous coal  and the total number of employees is around 12,000.",,,Europe
<Agfa-Gevaert>,Agfa-Gevaert,Belgium,11728,imaging and it company,http://www.agfa.com,,,,"Agfa-Gevaert N.V. (Agfa) is a Belgian-German multinational corporation that develops, manufactures, and distributes analogue and digital imaging products, software, and systems. The company has three divisions. Agfa Graphics offers integrated prepress and industrial inkjet systems to the printing and graphics industries. Agfa HealthCare supplies hospitals and other care organisations with imaging products and systems, as well as information systems. Agfa Specialty Products supplies products to various industrial markets. It is part of the Agfa Materials organization. In addition to the Agfa Specialty Products activities, Agfa Materials also supplies film and related products to Agfa Graphics and Agfa HealthCare.
Agfa film and film cameras were once prominent consumer products. However, in 2004, the consumer imaging division was sold to a company founded via management buyout. AgfaPhoto GmbH, as the new company was called, filed for bankruptcy after just one year. The brands are now licensed to other companies by AgfaPhoto Holding GmbH, a holding firm. Following this sale, Agfa-Gevaert's commerce today is 100% business-to-business.",,,Europe
<Avaya>,Avaya,Switzerland,11701,technology,http://avaya.com,,,,"Avaya () is an American multinational technology company headquartered in Santa Clara, California, that specializes in business communications, specifically unified communications (UC), contact center (CC), and services. Serving organizations at 220,000 customer locations worldwide, Avaya is the largest pure-play UC and CC company, ranking No. 1 in CC and No. 2 in UC and collaboration. The company had FY19 revenues of $2.89 billion, 83% of which was attributed to software and services.",,,Europe
<HSBC_France>,HSBC France,France,11700,finance and insurance,http://www.hsbc.fr/,,,,"HSBC France SA is a subsidiary of HSBC, headquartered in the 8th arrondissement of Paris.It was formed on 1 November 2005 when HSBC rebranded CCF S.A. (Crédit Commercial de France), together with its subsidiaries UBP, Banque de Picardie and Banque Hervet. HSBC had acquired CCF in 2000; the bank changed its name to HSBC S.A. and then to HSBC France.
About half of the former networks of CCF - Union de Banques à Paris, Banque Hervet, Banque de Picardie and Banque de Baecque Beau - now trade as HSBC. This represents a 380 strong network of branches in France with a very strong presence in the Paris region.
Other group operations in France include a significant HSBC Private Bank presence, along with a major Corporate Institutional Banking and Markets operation. The Paris trading floor is the Group's second largest trading floor in Europe. Specific areas of particular expertise and responsibility are the trading of government bonds and euro interest rate derivatives, arranging of corporate cash calls, disintermediated and structured finance and project finance.
HSBC France had seven regional subsidiaries with 420 branches, but sold them to Banque Populaire in 2008. These regional subsidiaries were Société Marseillaise de Crédit, Banque de Savoie, Banque Chaix, Banque Marze, Banque Dupuy, Banque de Parseval, Banque Pelletier and Crédit Commercial du Sud Ouest.",,,Europe
<Bose_Corporation>,Bose Corporation,United States,11700,consumer electronics,http://www.bose.com,,,,"Bose Corporation () is an American manufacturing company that predominantly sells audio equipment. The company was established by Amar Bose in 1964 and is based in Framingham, Massachusetts. Bose is best known for its home audio systems and speakers, noise-cancelling headphones, professional audio products and automobile sound systems. Bose has a reputation for being particularly protective of its patents, trademarks, and brands.
The majority owner of Bose Corporation is the Massachusetts Institute of Technology, donated to MIT by the founder Amar Bose himself, which receives cash dividends through the non-voting shares donated by the founder in 2011. According to the company annual report in the 2019 financial year, Bose Corporation received revenue of US$4.0 billion and employed more than 9,000 people.",,,North America
<RAI>,RAI,Italy,11635,media,http://www.rai.it,,,,"RAI – Radiotelevisione italiana (Italian pronunciation: [ˈrai ˌradjoteleviˈzjoːne itaˈljaːna]; commercially styled as Rai since 2000; known until 1954 as Radio Audizioni Italiane) is the national public broadcasting company of Italy, owned by the Ministry of Economy and Finance.
RAI operates many terrestrial and subscription television channels and radio stations. It is one of the biggest broadcasters in Italy competing with Mediaset, and other minor radio and television networks. RAI has a relatively high television audience share of 35.9%.RAI broadcasts are also received in neighbouring countries, including Albania, Bosnia, Croatia, Malta, Monaco, Montenegro, San Marino, Slovenia, Vatican City, Switzerland, and Tunisia, and elsewhere on pay television. Half of RAI's revenues come from broadcast receiving licence fees, the remainder from the sale of advertising time. In 1950, RAI became one of the 23 founding members of the European Broadcasting Union.",,,Europe
<Kuoni_Travel>,Kuoni Travel,Switzerland,11621,travel,http://www.kuoni.com,Logo_Kuoni_(2009).svg,https://upload.wikimedia.org/wikipedia/commons/4/41/Logo_Kuoni_%282009%29.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Logo_Kuoni_%282009%29.svg/150px-Logo_Kuoni_%282009%29.svg.png,"Kuoni Travel is a tourism company, operating various services including charter and scheduled passenger airlines, package holidays, cruise lines, and hotels in destinations around the world across nine different geographic regions.The company specialises in luxury and tailor-made travel for both business and consumer markets, as well as related services such as visa processing. In 2013, the Kuoni Group was named “World’s Leading Luxury Tour Operator” at the annual World Travel Awards.",00168.svg,00249.png,Europe
<Southern_Wine_&_Spirits>,Southern Wine & Spirits,United States,11600,wine and spirits distribution,http://www.southernwine.com/,,,,Southern Glazer's Wine and Spirits of America is the largest wine and spirits distributor in the United States with operations in 44 states. Southern's portfolio is 45% wine and 55% spirits.,,,North America
<Station_Casinos>,Station Casinos,United States,11600,gaming,,Station Casinos.svg,https://upload.wikimedia.org/wikipedia/commons/b/b6/Station_Casinos.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Station_Casinos.svg/150px-Station_Casinos.svg.png,"Station Casinos is an American hotel and casino gaming company based in the Las Vegas suburb of Summerlin South, Nevada, and founded by Frank Fertitta Jr. Station Casinos, along with Affinity Gaming, Boyd Gaming and Golden Entertainment, dominate the locals casino market in Las Vegas. The company purchased several sites that were gaming-entitled, meaning that major casinos can be built at that location without additional approvals. There are only a limited number of such sites available in the Las Vegas area. Station Casinos has also branched out into managing casinos that they do not own. Red Rock Resorts, Inc. (NASDAQ: RRR) is a publicly traded holding company that owns a portion of Station Casinos.",00169.svg,00250.png,North America
<Casio>,Casio,Japan,11592,electronic engineering,http://world.casio.com/,,,,"Casio Computer Co., Ltd. (カシオ計算機株式会社, Kashio Keisanki Kabushiki-gaisha) is a Japanese  multinational consumer electronics and commercial electronics manufacturing company headquartered in Shibuya, Tokyo, Japan. Its products include calculators, mobile phones, digital cameras, electronic musical instruments, and analogue and digital watches. It was founded in 1946, and  in 1957 introduced the world's first entirely electric compact calculator. It was an early digital camera innovator, and during the 1980s and 1990s, the company developed numerous affordable home electronic keyboards for musicians along with introducing the world's first mass-produced digital watches.",,,Asia
<Ashok_Leyland>,Ashok Leyland,India,11552,automotive,http://www.ashokleyland.com,,,,"Ashok Leyland is an Indian automobile company headquartered in Chennai, India. It is owned by the Hinduja Group.Founded in 1948, it is the second largest commercial vehicle manufacturer in India, fourth largest manufacturer of buses in the world and 10th largest manufacturer of trucks globally. Operating nine plants, Ashok Leyland also makes spare parts and engines for industrial and marine applications. It sold approximately 140,000 vehicles (M&HCV + LCV) in FY 2016. It is the second largest commercial vehicle company in India in the medium and heavy commercial vehicle (M&HCV) segment, with a market share of 32.1% (FY 2016). With passenger transportation options ranging from 10 seaters to 74 seaters (M&HCV = LCV), Ashok Leyland is a market leader in the bus segment. In the trucks segment Ashok Leyland primarily concentrates on the 16 to 25-ton range. However, Ashok Leyland has a presence in the entire truck range, from 7.5 to 49 tons.",,,Asia
<Claas>,Claas,Germany,11535,agricultural machinery,http://www.claas.com,,,,"CLAAS is a global agricultural machinery manufacturer founded in 1913 and based in Harsewinkel, Germany, in the federal state of North Rhine Westphalia. 
CLAAS is a family business and one of the market and technology leaders in harvesting technology. It is the European market leader in combine harvesters and considered as world market leader in self-propelled forage harvesters. The product range includes also tractors, balers, mowers, rakes, tedders, silage trailers, wheel loaders, telehandlers and other harvesting equipment as well as state-of-the-art farming information technology. CLAAS employs around 11,500 employees worldwide and reported a turnover of roughly 3.9 billion euros in the 2019 financial year. About 78.5% of sales are generated outside of Germany.",,,Europe
<Banrisul>,Banrisul,Brazil,11506,financial services,http://www.banrisul.com.br,Logo-banrisul-2.jpg,https://upload.wikimedia.org/wikipedia/en/0/07/Logo-banrisul-2.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Logo-banrisul-2.jpg/150px-Logo-banrisul-2.jpg,"Banrisul is a Brazilian bank. It is the largest bank of Southern Brazil and operates primarily in the state of Rio Grande do Sul (RS), with a network that serves more than 365 cities. The services, however, are extended to other localities of Brazil. It has more than 1,312 service points, over 500 agencies and 593 ATMs in Rio Grande do Sul, in the Federal District and in the states of Paraná, Rio de Janeiro, Santa Catarina and São Paulo; besides, it keeps agencies in Miami and Grand Cayman.",00033.jpg,00033.jpg,South America
<Graham_Holdings_Company>,Graham Holdings Company,United States,11500,mass media,http://www.ghco.com/,,,,,,,North America
<Nalco_Holding_Company>,Nalco Holding Company,United States,11500,chemicals and water treatment,http://nalco.ecolab.com,,,,,,,North America
<Heidelberger_Druckmaschinen>,Heidelberger Druckmaschinen,Germany,11500,engineering,http://www.heidelberg.com,,,,"Heidelberger Druckmaschinen AG is a German precision mechanical engineering company with registered offices in Heidelberg (Baden-Württemberg) and headquarters in Wiesloch/Walldorf (Baden-Württemberg). The company offers products and services along the entire process and value chain for printing products and is the largest global manufacturer of offset printing presses. Sheet-fed offset printing is used predominantly for high-quality, multi-colour products, such as catalogues, calendars, posters, and labels. Heidelberg produces equipment for prepress, press and postpress.
Heidelberg is particularly well known in letterpress circles for the Original Heidelberg Platen Press, commonly known as the ""Windmill"" after the rotating arms of the paper feed mechanism. It was both power-driven and power-fed. They were manufactured in enormous quantities from 1927 through 1985, and many are still in service well into the 21st century.

By cooperating with Ricoh in 2011 Heidelberg entered a global distribution agreement contract to sell and support the Japanese company's latest production digital colour press, alongside their extensive offset press portfolio.Like much of the printing industry, Heidelberg has suffered and its employees have been subject to layoffs and pay cuts in past years.Heidelberg is cooperating closely with Adolf Mohr Maschinenfabrik GmbH & Co. KG and acquired the Gallus Holding in 2014. This extends the existing portfolio in terms of Postpress production and label printing. Heidelberg also develops new fields of business by offering industry solutions such as charging stations for electric cars or software solutions for the digital networking of today's process chains across industry.",,,Europe
<Körber>,Körber,Germany,11500,mechanical engineering,http://www.koerber.de,,,,"The Körber Group is headed by the company Körber AG, which is based in Hamburg. Körber AG is a strategic management holding which oversees companies in five business areas: digital, pharma, supply chain, tissue, and tobacco.  In 2019, Körber Group had about 10,000 employees worldwide, with sales of €2.0 billion.Until his death in 1992, the company founder, Kurt A. Körber, was the sole owner of the Körber AG. The entrepreneur, who remained childless, had already decided in 1969 that the Körber AG would be left entirely after his death to the Körber Foundation, and that it would annually receive a portion of the profits from the Körber Group as a dividend.",,,Europe
<Aurobindo_Pharma>,Aurobindo Pharma,India,11500,pharmaceuticals,http://www.aurobindo.com/,,,,"Aurobindo Pharma Limited is a pharmaceutical manufacturing company headquartered in HITEC City, Hyderabad, India. The company manufactures generic pharmaceuticals and active pharmaceutical ingredients. The company’s area of activity includes six major therapeutic/product areas: antibiotics, anti-retrovirals, cardiovascular products, central nervous system products, gastroenterologicals, and anti-allergics. The company markets these products in over 125 countries. Its marketing partners include AstraZeneca and Pfizer.",,,Asia
<DLF_(company)>,DLF,India,11495,real estate,http://www.dlf.in,,,,"DLF Limited (Delhi Land & Finance) is Gurgaon based commercial real estate developer. It was founded by Chaudhary Raghvendra Singh in 1946 and is based in New Delhi, India. DLF developed residential colonies in Delhi such as Shivaji Maharaj Park (their first development), Model Town, Rajouri Garden, Krishna Nagar, South Extension, Greater Kailash, Kailash Colony, and Hauz Khas. DLF builds residential, office, and retail properties.With the passage of Delhi Development Act in 1957, the local government assumed control of real estate development in Delhi and banned private real estate developers. As a result, DLF began acquiring land at relatively low cost outside the area controlled by the Delhi Development Authority, in the district of Gurgaon, in the adjacent state of Haryana. In the mid-1970s, the company started developing their DLF City project at Gurgaon. Its plans included hotels, infrastructure and special economic zones-related development projects.

The company is headed by Kushal Pal Singh. Kushal Pal Singh, according to the Forbes listing of richest billionaires in 2020, is the 494th richest man in the world with a net worth of US$3.6 billion. The company's US$2 billion IPO in July 2007 was India's biggest IPO in history. In its first quarter results for the period ending 30 June 2007, the company reported a turnover of ₹31.2098 billion (US$440 million) and profits after taxes of ₹15.1548 billion (US$210 million).As of 31 March 2012, the company had 1,380 square feet of leased retail space across the country. In 2013–14, it leased out 3 million sq ft of office space in India.In August 2011 a penalty of ₹6.3 billion (US$88 million) was imposed on DLF by the Competition Commission of India (CCI) after finding DLF guilty of breaching laws regarding the unfair pricing of goods and services. The complaint was lodged against DLF by buyers in its residential projects Belaire & Park Place, located in Gurgaon. DLF has paid part of the penalty, and the matter is currently in the Supreme Court of India. In February 2015, the CCI ordered its investigative arm to probe two more projects of DLF in Gurgaon, namely, DLF Regal Gardens and DLF Skycourt.",,,Asia
<Houchens_Industries>,Houchens Industries,United States,11487,grocery store,,,,,"Houchens Industries is an American employee-owned company, in business since 1918 when it began as a small grocery operated by founder Ervin Houchens in rural Barren County, Kentucky. The company is headquartered in Bowling Green, Kentucky. The company runs about 425 grocery and convenience stores. Sales in 2006 were just under $2 billion, with approximately 10,500 employees.",,,North America
<Meggitt>,Meggitt,United Kingdom,11479,aerospace,http://www.meggitt.com,,,,"Meggitt plc is a UK based international company specialising in components and sub-systems for the aerospace, defence and selected energy markets. It is listed on the London Stock Exchange and is a constituent of the FTSE 250 Index.",,,Europe
<Synthes>,Synthes,Switzerland,11430,health care,http://www.synthes.com,,,,"Synthes Holding AG (formerly Synthes-Stratec) is a multinational medical device manufacturer based in Solothurn, Switzerland and West Chester, Pennsylvania, United States. It is the world's largest maker of implants to mend bone fractures, and also produces surgical power tools and advanced biomaterials.
In June 2012 Synthes was sold by its chairman, former CEO and largest shareholder Hansjörg Wyss to Johnson & Johnson for $20.2 billion. It is now part of their DePuy franchise.",,,Europe
<Lonza_Group>,Lonza Group,Switzerland,11400,chemicals,http://www.lonza.com,,,,"Lonza Group is a Swiss multinational, chemicals and biotechnology company, headquartered in Basel, with major facilities in Europe, North America and South Asia. Lonza was established under that name in the late 19th-century in Switzerland. The company provides product development services to the pharmaceutical and biologic industries, including organic, fine and performance chemicals, custom manufacturing of biopharmaceuticals, chemical synthesis capabilities, detection systems and services for the bioscience sector.",,,Europe
"<Allergan,_Inc.>","Allergan, Inc.",United States,11400,eye care,http://www.allergan.com,"File:Allergan, inc logo.png",https://upload.wikimedia.org/wikipedia/en/3/3d/Allergan%2C_inc_logo.png,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Allergan%2C_inc_logo.png/150px-Allergan%2C_inc_logo.png,"Allergan, Inc. was an American global pharmaceutical company focused on eye care, neurosciences, medical dermatology, medical aesthetics, breast enhancement, obesity intervention and urologics. Allergan, Inc. was formed in 1948, incorporated in 1950 and became a public company in 1970. It ceased operation in 2015 when it was acquired by Irish-based Activis plc (itself a 2013 U.S. tax inversion to Ireland), who then renamed the group as Allergan plc.",00082.png,00251.png,North America
<Viessmann>,Viessmann,Germany,11400,hvac,http://www.viessmann.com,,,,"The Viessmann Group is a German manufacturer of heating, industrial, and refrigeration systems headquartered in Allendorf (Eder), Germany. With 23 production companies in 12 countries, distribution companies and representative offices in 74 countries and 120 sales offices throughout the world, Viessmann is international in its orientation. 55 percent of turnover is generated abroad. Since January 2018, the company is led by Martin Viessmann (Chairman of the Executive Board), Maximilian Viessmann (Co-CEO) and Joachim Janssen (Co-CEO). In addition to this organizational restructuring, the Viessmann Group has redefined the core of its business activities. After 100 years of being primarily concerned with heat-generation, the company now focuses on creating and maintaining ""living spaces"".Viessmann is a major sponsor of winter sport and, since 2017, an official Team Partner of Panasonic Jaguar Racing Team in the FIA Formula E Championship.",,,Europe
<Tokyo_Electron>,Tokyo Electron,Japan,11355,electronics,http://www.tel.com/global/index.htm,Tokyo Electron logo.svg,https://upload.wikimedia.org/wikipedia/commons/5/53/Tokyo_Electron_logo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Tokyo_Electron_logo.svg/150px-Tokyo_Electron_logo.svg.png,"Tokyo Electron Limited (Japanese: 東京エレクトロン株式会社, Hepburn: Tokyo Erekutoron Kabushiki-gaisha), or TEL, is a Japanese electronics and semiconductor company headquartered in Akasaka, Minato-ku, Tokyo, Japan. The company was founded as Tokyo Electron Laboratories, Inc. in 1963.
TEL is best known as a supplier of equipment to fabricate integrated circuits (IC), flat panel displays (FPD), and photovoltaic cells (PV). Tokyo Electron Device (東京エレクトロンデバイス株式会社, Tokyo Erekutoron Debaisu Kabushiki-gaisha, TYO: 2760), or TED, is a subsidiary of TEL specializing in semiconductor devices, electronic components, and networking devices. As of 2011, TEL is the largest manufacturer of IC and FPD production equipment.On September 24, 2013 Tokyo Electron and Applied Materials announced a merger, forming a new company to be called Eteris. Eteris would have been the world's largest supplier of semiconductor processing equipment, with a total market value of approximately $29 billion. On 26 April 2015, the merger was cancelled due to antitrust concerns in the United States.",00170.svg,00252.png,Asia
<Puma_(brand)>,Puma,Germany,11351,clothing and consumer goods manufacture,http://www.puma.com/,,,,"Puma SE, branded as Puma, is a German multinational corporation that designs and manufactures athletic and casual footwear, apparel and accessories, which is headquartered in Herzogenaurach, Bavaria, Germany. Puma is the third largest sportswear manufacturer in the world. The company was founded in 1948 by Rudolf Dassler. In 1924, Rudolf and his brother Adolf Dassler had jointly formed the company Gebrüder Dassler Schuhfabrik (Dassler Brothers Shoe Factory). The relationship between the two brothers deteriorated until the two agreed to split in 1948, forming two separate entities, Adidas and Puma. Both companies are currently based in Herzogenaurach, Germany.
Puma has been a public company since 1986, listed on the Frankfurt Stock Exchange. French luxury group Kering (formerly known as Pinault-Printemps-Redoute or PPR) holds 16%, Kering's largest shareholder Artemis SA owns 29% of the share capital. Since 1 July 2013, the company has been led by former football professional Bjørn Gulden (CEO).
As of 2017, Puma SE employs more than 13,000 people worldwide and distributes its products in more than 120 countries.Following the split from his brother, Rudolf originally registered the newly established company as Ruda (derived from Rudolf Dassler, as Adidas was based on Adi Dassler), but later changed the name to Puma. Puma's earliest logo consisted of a square and beast jumping through a D, which was registered, along with the company's name, in 1948. Puma's shoe and clothing designs feature the Puma logo and the distinctive ""Formstrip"" which was introduced in 1958.",,,Europe
