,model,date,picture,manufacturer,class,length,height,width,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local
<Tesla_Roadster>,Tesla Roadster,2007,Roadster 2.5 windmills trimmed.jpg,Tesla Motors,Roadster,3946 mm,1127 mm,1873 mm,https://upload.wikimedia.org/wikipedia/commons/3/3a/Roadster_2.5_windmills_trimmed.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Roadster_2.5_windmills_trimmed.jpg/250px-Roadster_2.5_windmills_trimmed.jpg,"Tesla Roadster may refer to:

Tesla Roadster (2008), an electric sports car produced by Tesla Motors between 2008‒2012
Elon Musk's Tesla Roadster, a 2008 Tesla Roadster that was launched into space in February 2018
Tesla Roadster (2020), an electric sports car in development by Tesla, Inc.",00497.jpg,00497.jpg
<Toyota_86>,Toyota 86,2012,"Toyota GT86 – Frontansicht, 17. September 2012, Düsseldorf.jpg",Subaru,Sports car (S),4240 mm,1285 mm,1775 mm,https://upload.wikimedia.org/wikipedia/commons/b/b2/Toyota_GT86_%E2%80%93_Frontansicht%2C_17._September_2012%2C_D%C3%BCsseldorf.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Toyota_GT86_%E2%80%93_Frontansicht%2C_17._September_2012%2C_D%C3%BCsseldorf.jpg/250px-Toyota_GT86_%E2%80%93_Frontansicht%2C_17._September_2012%2C_D%C3%BCsseldorf.jpg,"The Toyota 86 is a 2+2 sports car jointly developed by Toyota and Subaru, manufactured at Subaru's Gunma assembly plant along with a badge engineered variant, marketed as the Subaru BRZ.The 2+2 fastback coupé is noted for its naturally-aspirated boxer engine, front-engined, rear-wheel-drive configuration, 53/47 front/rear weight balance and low center of gravity — and for drawing inspiration from Toyota's earlier AE86, a small, light, front-engine/rear-drive Corolla variant widely popular for Showroom Stock, Group A, and Group N, Rally, Club and drift racing.
Toyota markets the sports car as the 86 in Asia, Australia, North America (from August 2016), South Africa, and South America; as the Toyota GT86 in Europe; as the 86 and GT86 in New Zealand; as the Toyota FT86 in Nicaragua and Jamaica and as the Scion FR-S (2012-2016) in the United States and Canada.",00498.jpg,00498.jpg
<Toyota_Allion>,Toyota Allion,2001,Toyota Allion T260.jpg,Toyota,Mid-size,4565 mm,1475 mm,1695 mm,https://upload.wikimedia.org/wikipedia/commons/4/48/Toyota_Allion_T260.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Toyota_Allion_T260.jpg/250px-Toyota_Allion_T260.jpg,,00499.jpg,00499.jpg
<Toyota_Alphard>,Toyota Alphard,2002,Toyota_alphard.JPG,Toyota,Large MPV,4840 mm,1895 mm,1830 mm,https://upload.wikimedia.org/wikipedia/commons/a/a5/Toyota_alphard.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Toyota_alphard.JPG/250px-Toyota_alphard.JPG,"The Toyota Alphard (Japanese: トヨタ・アルファード, Toyota Arufādo) is a minivan produced by the Japanese automaker Toyota since 2002. It is available as a seven- or eight-seater with petrol and hybrid engine options. Hybrid variants have been available since 2003 and it incorporates Toyota's Hybrid Synergy Drive technology. The vehicle was named after Alphard, the brightest star in the constellation Hydra.
The Alphard is marketed as a luxury van and is primarily made for the Japanese market, but is also sold in Bangladesh, Belarus, Russia, The Middle East, Greater China and Southeast Asia.",00500.jpg,00500.jpg
<Toyota_Auris>,Toyota Auris,2006,Techelsberg Sankt Martin Sportplatz Toyota Auris 28022015 0212.jpg,Toyota,Compact car,4224 mm,1516 mm,1760 mm,https://upload.wikimedia.org/wikipedia/commons/d/dc/Techelsberg_Sankt_Martin_Sportplatz_Toyota_Auris_28022015_0212.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Techelsberg_Sankt_Martin_Sportplatz_Toyota_Auris_28022015_0212.jpg/250px-Techelsberg_Sankt_Martin_Sportplatz_Toyota_Auris_28022015_0212.jpg,"The Toyota Auris (Japanese: トヨタ・オーリス, Toyota Ōrisu) is a compact car derived from the Corolla, manufactured and sold by Toyota. Introduced in 2006, the first generation three/five-door hatchback shared the platform with the E150 series Corolla, while the second generation five-door hatchback and station wagon called ""Touring Sports"" uses the E180 platform. The ""Auris"" name is based on the Latin word for ""gold"", ""aurum"".
In Europe, Toyota positioned the Auris as the replacement for the Corolla hatchback, while the notchback sedan continued with the Corolla nameplate. Starting with the E210 model, the Auris nameplate was discontinued and used the Corolla nameplate instead, except for Taiwan, retained the Auris nameplate for the hatchback version.
For the first generation only, the more luxurious Auris was named Toyota Blade in Japan. The Auris succeeds the Allex in Japan and the Corolla RunX. Toyota Australia and Toyota New Zealand resisted suggestions from Toyota Japan to adopt the new European Auris name for the Corolla.The Japanese model went on sale at Netz dealerships on 23 October 2006, while European models went on sale in early 2007. The second generation was later available at Toyopet Store dealerships from 18 April 2016.",00501.jpg,00501.jpg
<Toyota_Avalon>,Toyota Avalon,1994,05-07 Toyota-Avalon.jpg,Toyota,Full-size car,4960 mm,1485 mm,71.7 in,https://upload.wikimedia.org/wikipedia/commons/8/8c/05-07_Toyota-Avalon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/05-07_Toyota-Avalon.jpg/250px-05-07_Toyota-Avalon.jpg,"The Toyota Avalon is a full-size car produced by Toyota. It is Toyota's largest front-wheel drive sedan and serves as its flagship vehicle in the United States, Canada, Puerto Rico, China and the Middle East. It was also produced in Australia from April 2000 until June 2005, when it was replaced in November 2006 by the Aurion. The first production Avalon rolled off the TMMK assembly line in Georgetown, Kentucky, in September 1994. A second-generation model was released in the United States and Japan in 1999.
Toyota marketed the Avalon as a replacement for the Cressida, a model discontinued for the American market in 1992. While the Cressida was an upper-level midsize rear-wheel drive car with a straight-six engine, the Avalon is front-wheel drive, powered by a V6 engine. In recent years, there has been considerable overlapping with its platform mates, the Camry V6 and the Lexus ES, although the third-generation Avalon was distinguished by offering extra legroom. Since 2013, the Avalon was introduced on a platform that is shared with the Lexus ES.As of 2013, the Avalon is sold in the United States, Canada, China, Puerto Rico, South Korea and the Middle East.
Avalon is a legendary island featured in the Arthurian legend, fitting it in with Toyota's tradition of naming their sedans the word for ""crown"" in various languages (Crown, Corona, Camry, Corolla), types of crowns (Tiara), or other things associated with royalty (Scepter).",00502.jpg,00502.jpg
<Toyota_Aygo>,Toyota Aygo,2005,Toyota Aygo front.JPG,Toyota,City car,3455 mm,1465 mm,1615 mm,https://upload.wikimedia.org/wikipedia/commons/2/26/Toyota_Aygo_front.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Toyota_Aygo_front.JPG/250px-Toyota_Aygo_front.JPG,"The Toyota Aygo is a city car sold by Toyota in Europe since 2005. It is built alongside the related Citroën C1 and Peugeot 107/108 at the Toyota Peugeot Citroën Automobile Czech (TPCA) joint venture in Kolín, Czech Republic. The Aygo was first displayed at the 2005 Salon de l'Automobile de Genève.  The name ""Aygo"" comes from ""i-go"", symbolising freedom and mobility.",00503.jpg,00503.jpg
<Toyota_Belta>,Toyota Belta,2005,06-08 Toyota Yaris.jpg,Toyota,Subcompact,4300 mm,1460 mm,1695 mm,https://upload.wikimedia.org/wikipedia/commons/2/25/06-08_Toyota_Yaris.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/06-08_Toyota_Yaris.jpg/250px-06-08_Toyota_Yaris.jpg,"The Toyota Belta (Japanese: トヨタ・ベルタ, Toyota Beruta), referred to in North American and Australian markets as the Yaris and in Asian markets as the Vios, is a subcompact sedan manufactured by Toyota. 
The successor to the discontinued Platz sedan, the Belta has increased in size over the previous generation such that its interior volume is comparable to the E120 series Corolla. The Belta went on sale in Japan on 28 November 2005 equipped with 1.0 to 1.3 L engines and is available at Toyota dealership Toyopet Store. Export sales began in 2006, with most markets received a 1.5 L 1NZ-FE engine as standard fitment.The Belta is sold as the second generation Vios in China, Taiwan and selected Southeast Asian countries. In the United States, Canada, Middle East and Australia, it is marketed as the Yaris Sedan, replacing the Echo sedan that was built in Japan.
The name ""Belta"" is a contraction of the Italian words ""bella gente"", or ""beautiful people"".",00504.jpg,00504.jpg
<Toyota_C-HR>,Toyota C-HR,2016,2016-03-01 Geneva Motor Show 1276.JPG,Toyota,Subcompact crossover SUV,4360 mm,1565 mm,1795 mm,https://upload.wikimedia.org/wikipedia/commons/4/4c/2016-03-01_Geneva_Motor_Show_1276.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/2016-03-01_Geneva_Motor_Show_1276.JPG/250px-2016-03-01_Geneva_Motor_Show_1276.JPG,"The Toyota C-HR (Japanese: トヨタ C-HR, Hepburn: Toyota Shīeichiāru) is a subcompact crossover SUV produced by Toyota. The development of the car began in 2013 that was led by Toyota chief engineer Hiroyuki Koba. The production version of the C-HR was unveiled at the March 2016 Geneva Motor Show and started production in November 2016. It was launched in Japan on 14 December 2016. It went on sale in Europe, Australia, South Africa and North America in early 2017, and in Southeast Asia, China and Taiwan in 2018. The name C-HR stands for Compact High Rider, Cross Hatch Run–about or Coupé High–Rider.Initial production was in Japan and Turkey. The 2018–2020 model year North American-spec C-HR are imported from Turkey.",00505.jpg,00505.jpg
<Toyota_Crown_Majesta>,Toyota Crown Majesta,1991,Toyota Crown Majesta S170.jpg,Toyota,Full-size luxury car,4970 mm,1430 mm,1795 mm,https://upload.wikimedia.org/wikipedia/commons/f/f7/Toyota_Crown_Majesta_S170.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Toyota_Crown_Majesta_S170.jpg/250px-Toyota_Crown_Majesta_S170.jpg,"The Toyota Crown Majesta (Japanese: トヨタ・クラウンマジェスタ, Toyota Kuraun Majesuta) is a full-size premium luxury automobile from Toyota. It is an upmarket variant of the Crown and serve as Toyota's flagship model in various countries.
The Crown Majesta appeared after the international introduction of the Celsior/Lexus LS in late 1989; the Celsior was exclusive to Toyopet Store locations on a newer platform. The Crown Majesta, positioned as a modern limousine alternative to the already existing Century and shares the flagship role, was exclusive to Toyota Japanese dealerships called Toyota Store. The Crown Majesta appeared before the Aristo/Lexus GS, which was assigned to Toyota Vista Store locations and shared the Crown and Crown Majesta platform.
The Crown Majesta shares a stretched variant of the smaller Crown platform series which is also used in the Aristo/GS, however, it is not just an upper trim level of the Crown sedan, the Majesta is a separate car with unique styling and interior treatment. The Crown Majesta was later released in other countries in Asia such as China.",00506.jpg,00506.jpg
<Toyota_Highlander>,Toyota Highlander,2000,2001-2003 Toyota Highlander Limited -- 10-12-2011.jpg,Toyota,Mid-size crossover SUV,191.1 in,68.1 in,71.9 in,https://upload.wikimedia.org/wikipedia/commons/2/20/2001-2003_Toyota_Highlander_Limited_--_10-12-2011.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/2001-2003_Toyota_Highlander_Limited_--_10-12-2011.jpg/250px-2001-2003_Toyota_Highlander_Limited_--_10-12-2011.jpg,"The Toyota Highlander, also known as the Toyota Kluger (Japanese: トヨタ・クルーガー, Toyota Kurūgā), is a mid-size crossover SUV produced by Toyota. It is built on the same platform as used on the Camry.Announced in April 2000 at the New York International Auto Show and arriving in late 2000 in Japan and January 2001 in North America, the Highlander became one of the first car-based mid-size SUV or mid-size crossovers. The Highlander is the crossover counterpart to the more rugged, truck-based mid-size 4Runner and became Toyota's best-selling SUV before being surpassed by the smaller RAV4 in 2006. In Japan, the Kluger is exclusive to dealership network called Toyota NETZ as a larger alternative to the RAV4.
Unable to use the Highlander nameplate in Japan and Australia because of a trademarked Hyundai Terracan trim line, Toyota calls the vehicle the Toyota Kluger (pronounced Klu-ger) there. The name is derived from the German word klug, which means smart or clever (""Kluger"" meaning ""one who is smart"").",00507.jpg,00507.jpg
<Toyota_Isis>,Toyota Isis,2004,Toyota Isis 001.JPG,Kanto Auto Works,Minivan,4640 mm,1670 mm,1710 mm,https://upload.wikimedia.org/wikipedia/commons/7/7c/Toyota_Isis_001.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Toyota_Isis_001.JPG/250px-Toyota_Isis_001.JPG,"The Toyota Isis is a seven-seat large MPV manufactured by Kanto Auto Works under contract for Japanese automaker Toyota. It is sold in Japan and was launched in September 2004. It features sliding doors and is available with either front- or four-wheel drive and straight-4 1.8- and 2.0-litre gasoline engines. It competes in Japan with the Honda Stream and the Nissan Lafesta.

The Isis uses a unique approach to the sliding doors in that the front passenger door and the rear passenger sliding door interlock when closed, instead of having a doorjamb that the doors attach to. Toyota calls this on the Japanese Wikipedia article ""Panoramic Door"". This door system is used only on the passenger side. The doors on the driver's side attach with a conventional doorjamb. The front passenger seat can be folded flat upon itself and then tilted forward to further provide passenger access. The doors also interlock with the top and bottom door openings so that both doors can be opened independently of each other. This door feature was first used by Toyota on the Toyota Raum. This door approach is also used on the U.S.-spec 2000–2006 Toyota Tundra Extra Cab as well as the Ford B-Max. This type of door was first used on the Nissan Prairie in 1981. When the terrorist group ISIS emerged in 2014, Toyota was criticised for inadvertently supplying the militant group ISIS with trucks, and was urged to change the name of the MPV.
For model year 2007 on Japanese models only, G-BOOK, a subscription telematics service is offered as an option.
The Isis was discontinued in Japan on 11 December 2017.",00508.jpg,00508.jpg
<Toyota_Land_Cruiser>,Toyota Land Cruiser,1954,FJ25 Land Cruiser.jpg,Toyota,Off-road vehicle,4675 mm,2070 mm,1735 mm,https://upload.wikimedia.org/wikipedia/commons/a/a1/FJ25_Land_Cruiser.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/FJ25_Land_Cruiser.jpg/250px-FJ25_Land_Cruiser.jpg,"The Toyota Land Cruiser  (Japanese: トヨタ・ランドクルーザー, Toyota Rando-Kurūzā) is a series of four-wheel drive vehicles produced by the Japanese automobile manufacturer Toyota. It is Toyota's longest running series of models and the second longest-running SUV in production behind the Chevrolet Suburban. As of 2019, the sales of the Land Cruiser totalled more than 10 million units worldwide.Production of the first generation of the Land Cruiser began in 1951 as Toyota's version of a Jeep-like vehicle. The Land Cruiser has been produced in convertible, hardtop, station wagon and cab chassis body styles. The Land Cruiser's reliability and longevity have led to huge popularity, especially in Australia, where it is the best-selling body-on-frame, four-wheel drive vehicle. Toyota also extensively tests the Land Cruiser in the Australian outback –  considered to be one of the toughest operating environments in both temperature and terrain. In Japan, the Land Cruiser is exclusive to Toyota Japanese dealerships called Toyota Store.
As of 2018, the Land Cruiser (J200) is available in many markets. Exceptions include Canada, Malaysia (which receives the Lexus LX instead), Hong Kong, Macau, Mongolia, North Korea, Singapore, South Korea, Brazil, Syria, Thailand, and large parts of Europe. In Europe, the only countries where the Land Cruiser is officially sold are Gibraltar, Moldova, Russia, and Ukraine.  The Land Cruiser is also hugely popular in Africa, where it is used by farmers, NGO's, UN and humanitarian organizations, by national armies (often the pickup version) as well as by irregular armed groups who turn them into 'technicals' by mounting machine guns in the rear.",00509.jpg,00509.jpg
<Toyota_Land_Cruiser_Prado>,Toyota Land Cruiser Prado,1984,Toyota Land Cruiser Prado 70 001.JPG,Toyota,Mid-size SUV,4930 mm,1845 mm,1885 mm,https://upload.wikimedia.org/wikipedia/commons/e/eb/Toyota_Land_Cruiser_Prado_70_001.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Toyota_Land_Cruiser_Prado_70_001.JPG/250px-Toyota_Land_Cruiser_Prado_70_001.JPG,"The Toyota Land Cruiser Prado (Japanese: トヨタ・ランドクルーザー プラド, Toyota Rando-Kurūzā Purado) is a full-size four-wheel drive vehicle in the Land Cruiser range. It is produced by the Japanese car maker, Toyota. The Prado is one of the smaller vehicles in the range. From 2009, the Prado is based on Toyota's J150 platform.
The Prado may also be referred to as Land Cruiser LC70, LC90, LC120 and LC150 depending on the platform. In some markets, it is known simply as the Toyota Prado.
In North America, the Prado is not part of the Land Cruiser range; the rebadged Lexus GX occupies the Prado's position in luxury trim. The GX uses practically identical body panels and V8 engine.
The Prado has ladder frame chassis, two-speed transfer boxes and rear beam axles. The J70 platform has a front beam axle, while the J90, J120 and J150 platforms have front independent suspension.
As of 2014, the Prado is available in every Toyota market, except the US, Canada (both available as the Lexus GX), Mexico, Brazil and South Korea.",00510.jpg,00510.jpg
<Toyota_Previa>,Toyota Previa,1990,Totota Estima R50 001.JPG,Toyota,Multi-purpose vehicle,4750 mm,1770 mm,1800 mm,https://upload.wikimedia.org/wikipedia/commons/1/10/Toyota_Estima_R50_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Toyota_Estima_R50_001.jpg/250px-Toyota_Estima_R50_001.jpg,"The Toyota Previa, also known as the Toyota Estima (Japanese: トヨタ・エスティマ, Toyota Esutima) in Japan, and Toyota Tarago in Australia, is an MPV or multi-purpose vehicle (known as a minivan in North America) that was produced by Toyota from 1990 to 2019.
The name ""Previa"" is derived from the Spanish and Italian for ""preview,"" as Toyota saw the first Previa as a vehicle that would preview technologies used in future minivans. Along with the Toyota Sienna, the Previa is the second largest minivan in Toyota's lineup after the bigger and more luxurious Alphard/Vellfire (which is not offered in most Western markets).",00511.jpg,00511.jpg
<Toyota_Prius_Plug-in_Hybrid>,Toyota Prius Plug-in Hybrid,2012,Prius phv 01.jpg,Toyota,Mid-size car,4460 mm,1490 mm,1745 mm,https://upload.wikimedia.org/wikipedia/commons/d/de/Prius_phv_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Prius_phv_01.jpg/250px-Prius_phv_01.jpg,"The Toyota Prius Plug-in Hybrid, also known as Prius PHV and Prius Prime (U.S.) since 2016, is a plug-in hybrid manufactured by Toyota. Deliveries of the production model began in Japan in January 2012, in late February in the United States, and by late June 2012 in Europe. The second generation model was first available in 2016 and is currently being produced.The first generation Prius plug-in was produced from 2012 to 2016. Its total all-electric range in blended mode is 18 km (11 mi) as rated by the United States Environmental Protection Agency (EPA). The EPA fuel economy rating is 95 miles per gallon gasoline equivalent (MPG-e) (2.5 L/100 km; 114 mpg-imp) in charge-depleting (all-electric or EV mode) and a combined city/highway rating of 4.7 L/100 km; 60 mpg‑imp (50 mpg‑US) in hybrid mode, the same as the conventional Prius liftback. The first generation Prius plug-in was based on a third generation Toyota Prius (model ZVW30) outfitted with a 4.4 kWh lithium-ion battery co-developed with Panasonic. A total of about 75,400 first generation units were sold worldwide through April 2016.The second generation Prius plug-in is called the Prius Prime in the United States and Prius PHV in Japan and Europe. It was first available in 2016 and is currently being produced. It has an EPA-rated all-electric range of 40 km (25 mi), over twice the range of the first generation model. The EPA-rated fuel economy is 25.9 kW⋅h/100 mi (133 mpg‑e) in all-electric mode, a 40% enhancement over the first generation model, and the highest mpg-e rating in EV mode of any EPA-rated vehicle with an internal combustion engine. The second generation Prius plug-in is based on the fourth generation Toyota Prius (model XW50) outfitted with a drive system powered by an 8.8 kWh lithium-ion battery. Retail deliveries of the Prime began in the United States in November 2016, and it was released in the Japanese market in February 2017.The Prius Plug-in Hybrid ranked as the second most sold plug-in electric car in 2012, and listed as the world's all-time third best selling plug-in car by the end of December 2014. As sales declined after the end of its production, the Prius PHV fell to fifth place in the global ranking by November 2015, after being surpassed by both the Tesla Model S and the Mitsubishi Outlander P-HEV. As of December 2017, sales were led by North America with 66,800 units, followed by Japan with 48,800, and the European market with 13,100 units. The U.S. was the leading country market with 65,703 units sold by 2017. As of December 2019, cumulative global sales of both Prius plug-in generations totaled 209,000 units.",00512.jpg,00512.jpg
<Toyota_Sienna>,Toyota Sienna,1997,2012 Toyota Sienna.jpg,Toyota,Minivan,200.2 in,68.9 in,78.2 in,https://upload.wikimedia.org/wikipedia/commons/2/21/2012_Toyota_Sienna.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/2012_Toyota_Sienna.jpg/250px-2012_Toyota_Sienna.jpg,"The Toyota Sienna is a minivan manufactured by Toyota at the Toyota Motor Manufacturing Indiana facility in Princeton, Indiana, United States. It is named for the Italian city of Siena, in the region of Tuscany. It replaced the first generation Previa van in 1997 with a more conventional front-wheel drive layout and shares a heavily revised platform with the Camry. Both the Previa and original Sienna were smaller than the other minivans they competed against, but a redesign in 2003 (for the 2004 model year) increased the dimensions to match those of its competitors.Following the discontinuation of GM's all-wheel drive minivans in 2006, the Sienna was the only minivan in its class to offer AWD until the 2021 Chrysler Pacifica was introduced with an AWD option in 2020. It was redesigned a second time in 2010 (for the 2011 model year). The third generation Sienna went on sale in the United States in February 2010 and is the first Sienna to ever receive a ""Top Safety Pick"" award from the Insurance Institute for Highway Safety. 
Exports from the United States to South Korea began in November 2011.",00513.jpg,00513.jpg
<Toyota_Sienta>,Toyota Sienta,2003,2006 Toyota Sienta.jpg,Toyota,Mini MPV,4235 mm,1680 mm,1695 mm,https://upload.wikimedia.org/wikipedia/commons/d/d3/2006_Toyota_Sienta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/2006_Toyota_Sienta.jpg/250px-2006_Toyota_Sienta.jpg,"The Toyota Sienta (Japanese: トヨタ・シエンタ, Toyota Shienta) is a mini MPV with sliding doors manufactured by Toyota. It was introduced in September 2003, based on the Vitz subcompact car, and is available at all Japanese network dealerships. The Sienta is currently sold in Japan, Hong Kong, Singapore, Indonesia, Taiwan, Laos and Thailand. The Sienta will be coming soon in Brazil, Cambodia, China, Malaysia, Philippines, United Arab Emirates, United States & Vietnam.
The ""Sienta"" name is derived from the Spanish word ""siete"", which means ""seven"" (referring to its maximum passenger capacity) and English word ""entertain"".",00514.jpg,00514.jpg
<Toyota_Tank>,Toyota Tank,2016,トヨタ・タンク G”Ｓ フレッシュライムメタリック （フロント）.jpg,Toyota,Mini MPV,3700 mm,1735 mm,1670 mm,https://upload.wikimedia.org/wikipedia/commons/e/e6/%E3%83%88%E3%83%A8%E3%82%BF%E3%83%BB%E3%82%BF%E3%83%B3%E3%82%AF_G%E2%80%9D%EF%BC%B3_%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%A1%E3%82%BF%E3%83%AA%E3%83%83%E3%82%AF_%EF%BC%88%E3%83%95%E3%83%AD%E3%83%B3%E3%83%88%EF%BC%89.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/%E3%83%88%E3%83%A8%E3%82%BF%E3%83%BB%E3%82%BF%E3%83%B3%E3%82%AF_G%E2%80%9D%EF%BC%B3_%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%A1%E3%82%BF%E3%83%AA%E3%83%83%E3%82%AF_%EF%BC%88%E3%83%95%E3%83%AD%E3%83%B3%E3%83%88%EF%BC%89.jpg/250px-%E3%83%88%E3%83%A8%E3%82%BF%E3%83%BB%E3%82%BF%E3%83%B3%E3%82%AF_G%E2%80%9D%EF%BC%B3_%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%A9%E3%82%A4%E3%83%A0%E3%83%A1%E3%82%BF%E3%83%AA%E3%83%83%E3%82%AF_%EF%BC%88%E3%83%95%E3%83%AD%E3%83%B3%E3%83%88%EF%BC%89.jpg,,00515.jpg,00515.jpg
<Toyota_Venza>,Toyota Venza,2008,2011 Toyota Venza -- NHTSA 2.jpg,Toyota,Mid-size crossover SUV,189.0 in,63.4 in,75.0 in,https://upload.wikimedia.org/wikipedia/commons/0/0f/2011_Toyota_Venza_--_NHTSA_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/2011_Toyota_Venza_--_NHTSA_2.jpg/250px-2011_Toyota_Venza_--_NHTSA_2.jpg,"The Toyota Venza is a five-passenger mid-size crossover SUV manufactured and marketed by Toyota primarily for the North American market. The first-generation model was based on the XV40 series Camry platform and sold between 2008 and 2017. It also shared the platform with the AL10 series Lexus RX. The second-generation model is a rebadged Japanese-market XU80 series Harrier and will be sold in September 2020.
The name ""Venza"" is a portmanteau of ""Venture"" and ""Monza"".",00516.jpg,00516.jpg
<Toyota_Verso>,Toyota Verso,2009,Toyota Verso 20090614 front.JPG,Toyota,Compact MPV,4440 mm,1620 mm,1790 mm,https://upload.wikimedia.org/wikipedia/commons/1/1e/Toyota_Verso_20090614_front.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Toyota_Verso_20090614_front.JPG/250px-Toyota_Verso_20090614_front.JPG,"The Toyota Verso (codenamed ZGR20 or AUR20) is a compact MPV produced by the Japanese automaker Toyota. 
The Verso was revealed at the 2009 Geneva Motor Show in March 2009, as the successor of the Toyota Corolla Verso. Available in five or seven seat derivatives, it is positioned below the Wish and above the Ractis in Japan, the Verso-S in Europe and the Space Verso in Israel. The Verso is the safest MPV, according to Euro NCAP’s test results for 2010.  
This model was sold in Europe, Morocco, South Africa, China and Israel, but neither Japan nor North America, where the Toyota RAV4 is sold instead. The only available diesel engine for the Verso range in South Africa is the 2.0L d4d. Competitors included the Opel/Vauxhall Zafira Tourer, Ford C-Max, Volkswagen Touran, Mazda5, and the Peugeot 5008.The facelifted Verso was revealed at the 2012 Paris Motor Show, alongside the E180 Auris. This facelift had the front fascia that is similar to the E180 Auris, and was done by Mehmet Kiliç of Toyota ED2.",00517.jpg,00517.jpg
<Toyota_Wish>,Toyota Wish,2002,2009 Toyota Wish 05.jpg,Toyota,Compact MPV,4590 mm,1590 mm,1695 mm,https://upload.wikimedia.org/wikipedia/commons/6/61/2009_Toyota_Wish_05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/2009_Toyota_Wish_05.jpg/250px-2009_Toyota_Wish_05.jpg,"The Toyota Wish (stylized as WISH) is a compact MPV produced by Japanese automaker Toyota from 2003 to 2017. It is available as a six and seven-seater, equipped with either a 1.8- or 2.0-litre gasoline engine. It is positioned below the Ipsum and above the Spacio in the Toyota minivan range.
Apart from Japan, the Wish was also assembled in Thailand (for Malaysia and Singapore) and Taiwan. It was also sold in Hong Kong, where it was imported from Japan.",00518.jpg,00518.jpg
<Toyota_Yaris>,Toyota Yaris,1999,Toyota Yaris 1.5E GL 2014 (14312824277).jpg,Toyota,Subcompact car,4115 mm,1475 mm,1700 mm,https://upload.wikimedia.org/wikipedia/commons/e/e4/Toyota_Yaris_1.5E_GL_2014_%2814312824277%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Toyota_Yaris_1.5E_GL_2014_%2814312824277%29.jpg/250px-Toyota_Yaris_1.5E_GL_2014_%2814312824277%29.jpg,"The Toyota Yaris (Japanese: トヨタ・ヤリス, Toyota Yarisu) is a subcompact car sold by Toyota since 1999, replacing the Starlet and Tercel.
Up to 2019, Toyota had used the Yaris nameplate on export versions of various Japanese-market models, with some markets receiving the same vehicles under the Toyota Echo name through 2005. Starting in 2020, the Yaris nameplate began to be used in Japan, which replaced the Vitz nameplate. The Yaris nameplate has also been applied to other vehicles as well. From 1999 to 2005, the nameplate had been used for the Yaris Verso mini MPV sold in Europe, where it was known in Japan as the Fun Cargo. Since 2020, the nameplate has also been used for the subcompact crossover SUV offering called Yaris Cross.
In North America, the Yaris sedan sold since 2015 and the Yaris hatchback sold in the US from 2019 until 2020 are rebadged versions of the Mazda2 produced and developed by Mazda.
The name ""Yaris"" is derived from ""Charis"", the singular form of Charites, the Greek goddesses of charm and beauty. As of March 2020, the Yaris has been sold 8.71 million units worldwide.",00519.jpg,00519.jpg
<Vehicle_Production_Group>,Vehicle Production Group,2011,2012 MV-1 in civilian dress.jpg,AM General,Minivan,196.5 in,75.0 in,79.4 in,https://upload.wikimedia.org/wikipedia/commons/f/ff/2012_MV-1_in_civilian_dress.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/2012_MV-1_in_civilian_dress.jpg/250px-2012_MV-1_in_civilian_dress.jpg,"The Vehicle Production Group LLC was an American automobile manufacturer. Based in Miami, Florida, it made the wheelchair-accessible taxicabs, the MV-1 (Mobility Vehicle-1), which was built in Mishawaka, Indiana at an AM General plant.",00520.jpg,00520.jpg
